INF_ID,COL_ENG_NM,COL_KOR_NM,COL_EXP
OA-18229,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18229,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18229,SERVICE,서비스명,LOCALDATA_072210_YS
OA-18229,START_INDEX,요청시작위치,정수입력
OA-18229,END_INDEX,요청종료위치,정수입력
OA-18245,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18245,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18245,SERVICE,서비스명,LOCALDATA_072210_YD
OA-18245,START_INDEX,요청시작위치,정수입력
OA-18245,END_INDEX,요청종료위치,정수입력
OA-11300,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11300,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11300,SERVICE,서비스명,GnPublicHygieneBizLocManage
OA-11300,START_INDEX,요청시작위치,정수입력
OA-11300,END_INDEX,요청종료위치,정수입력
OA-18246,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18246,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18246,SERVICE,서비스명,LOCALDATA_072210_DJ
OA-18246,START_INDEX,요청시작위치,정수입력
OA-18246,END_INDEX,요청종료위치,정수입력
OA-12141,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12141,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12141,SERVICE,서비스명,NWListPublicReservationCulture
OA-12141,START_INDEX,요청시작위치,정수입력
OA-12141,END_INDEX,요청종료위치,정수입력
OA-12164,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12164,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12164,SERVICE,서비스명,YCListPublicReservationEducation
OA-12164,START_INDEX,요청시작위치,정수입력
OA-12164,END_INDEX,요청종료위치,정수입력
OA-18240,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18240,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18240,SERVICE,서비스명,LOCALDATA_072210_MP
OA-18240,START_INDEX,요청시작위치,정수입력
OA-18240,END_INDEX,요청종료위치,정수입력
OA-12129,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12129,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12129,SERVICE,서비스명,DBListPublicReservationCulture
OA-12129,START_INDEX,요청시작위치,정수입력
OA-12129,END_INDEX,요청종료위치,정수입력
OA-16075,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16075,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16075,SERVICE,서비스명,LOCALDATA_072208
OA-16075,START_INDEX,요청시작위치,정수입력
OA-16075,END_INDEX,요청종료위치,정수입력
OA-10277,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10277,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10277,SERVICE,서비스명,JungnangPublicHygieneBizLocManageDong
OA-10277,START_INDEX,요청시작위치,정수입력
OA-10277,END_INDEX,요청종료위치,정수입력
OA-12182,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12182,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12182,SERVICE,서비스명,SPListPublicReservationEducation
OA-12182,START_INDEX,요청시작위치,정수입력
OA-12182,END_INDEX,요청종료위치,정수입력
OA-18230,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18230,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18230,SERVICE,서비스명,LOCALDATA_072210_SD
OA-18230,START_INDEX,요청시작위치,정수입력
OA-18230,END_INDEX,요청종료위치,정수입력
OA-10775,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10775,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10775,SERVICE,서비스명,SdModelRestaurantApply
OA-10775,START_INDEX,요청시작위치,정수입력
OA-10775,END_INDEX,요청종료위치,정수입력
OA-10448,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10448,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10448,SERVICE,서비스명,YdpModelRestaurantDesignate
OA-10448,START_INDEX,요청시작위치,정수입력
OA-10448,END_INDEX,요청종료위치,정수입력
OA-19402,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19402,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19402,SERVICE,서비스명,LOCALDATA_093010_JN
OA-19402,START_INDEX,요청시작위치,정수입력
OA-19402,END_INDEX,요청종료위치,정수입력
OA-19419,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19419,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19419,SERVICE,서비스명,LOCALDATA_093010_GC
OA-19419,START_INDEX,요청시작위치,정수입력
OA-19419,END_INDEX,요청종료위치,정수입력
OA-17929,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17929,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17929,SERVICE,서비스명,LOCALDATA_051901_YS
OA-17929,START_INDEX,요청시작위치,정수입력
OA-17929,END_INDEX,요청종료위치,정수입력
OA-10032,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10032,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10032,SERVICE,서비스명,DobongPublicHygieneBizEtcProducts
OA-10032,START_INDEX,요청시작위치,정수입력
OA-10032,END_INDEX,요청종료위치,정수입력
OA-12099,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12099,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12099,SERVICE,서비스명,SDListPublicReservationCulture
OA-12099,START_INDEX,요청시작위치,정수입력
OA-12099,END_INDEX,요청종료위치,정수입력
OA-12224,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12224,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12224,SERVICE,서비스명,JGListPublicReservationEducation
OA-12224,START_INDEX,요청시작위치,정수입력
OA-12224,END_INDEX,요청종료위치,정수입력
OA-18233,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18233,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18233,SERVICE,서비스명,LOCALDATA_072210_JR
OA-18233,START_INDEX,요청시작위치,정수입력
OA-18233,END_INDEX,요청종료위치,정수입력
OA-15644,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15644,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15644,SERVICE,서비스명,tbCycleFailureReport
OA-15644,START_INDEX,요청시작위치,정수입력
OA-15644,END_INDEX,요청종료위치,정수입력
OA-17904,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17904,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17904,SERVICE,서비스명,LOCALDATA_051801_YS
OA-17904,START_INDEX,요청시작위치,정수입력
OA-17904,END_INDEX,요청종료위치,정수입력
OA-16613,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16613,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16613,SERVICE,서비스명,LOCALDATA_020306_GN
OA-16613,START_INDEX,요청시작위치,정수입력
OA-16613,END_INDEX,요청종료위치,정수입력
OA-15696,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15696,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15696,SERVICE,서비스명,mSpaceInfo
OA-15696,START_INDEX,요청시작위치,정수입력
OA-15696,END_INDEX,요청종료위치,정수입력
OA-19435,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19435,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19435,SERVICE,서비스명,LOCALDATA_093011_GB
OA-19435,START_INDEX,요청시작위치,정수입력
OA-19435,END_INDEX,요청종료위치,정수입력
OA-19434,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19434,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19434,SERVICE,서비스명,LOCALDATA_093011_SB
OA-19434,START_INDEX,요청시작위치,정수입력
OA-19434,END_INDEX,요청종료위치,정수입력
OA-18268,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18268,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18268,SERVICE,서비스명,LOCALDATA_072211_GR
OA-18268,START_INDEX,요청시작위치,정수입력
OA-18268,END_INDEX,요청종료위치,정수입력
OA-18274,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18274,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18274,SERVICE,서비스명,LOCALDATA_072211_GN
OA-18274,START_INDEX,요청시작위치,정수입력
OA-18274,END_INDEX,요청종료위치,정수입력
OA-12098,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12098,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12098,SERVICE,서비스명,SDListPublicReservationEducation
OA-12098,START_INDEX,요청시작위치,정수입력
OA-12098,END_INDEX,요청종료위치,정수입력
OA-13313,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-13313,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-13313,SERVICE,서비스명,AccSubCode
OA-13313,START_INDEX,요청시작위치,정수입력
OA-13313,END_INDEX,요청종료위치,정수입력
OA-15499,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15499,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15499,SERVICE,서비스명,cohousingClassProInfo
OA-15499,START_INDEX,요청시작위치,정수입력
OA-15499,END_INDEX,요청종료위치,정수입력
OA-18259,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18259,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18259,SERVICE,서비스명,LOCALDATA_072211_SB
OA-18259,START_INDEX,요청시작위치,정수입력
OA-18259,END_INDEX,요청종료위치,정수입력
OA-18260,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18260,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18260,SERVICE,서비스명,LOCALDATA_072211_GB
OA-18260,START_INDEX,요청시작위치,정수입력
OA-18260,END_INDEX,요청종료위치,정수입력
OA-18275,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18275,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18275,SERVICE,서비스명,LOCALDATA_072211_SP
OA-18275,START_INDEX,요청시작위치,정수입력
OA-18275,END_INDEX,요청종료위치,정수입력
OA-18270,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18270,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18270,SERVICE,서비스명,LOCALDATA_072211_YD
OA-18270,START_INDEX,요청시작위치,정수입력
OA-18270,END_INDEX,요청종료위치,정수입력
OA-15355,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15355,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15355,SERVICE,서비스명,jobNewDealBizOpenInfo
OA-15355,START_INDEX,요청시작위치,정수입력
OA-15355,END_INDEX,요청종료위치,정수입력
OA-18267,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18267,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18267,SERVICE,서비스명,LOCALDATA_072211_GS
OA-18267,START_INDEX,요청시작위치,정수입력
OA-18267,END_INDEX,요청종료위치,정수입력
OA-18262,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18262,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18262,SERVICE,서비스명,LOCALDATA_072211_NW
OA-18262,START_INDEX,요청시작위치,정수입력
OA-18262,END_INDEX,요청종료위치,정수입력
OA-17950,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17950,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17950,SERVICE,서비스명,LOCALDATA_051901_SP
OA-17950,START_INDEX,요청시작위치,정수입력
OA-17950,END_INDEX,요청종료위치,정수입력
OA-19442,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19442,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19442,SERVICE,서비스명,LOCALDATA_093011_GS
OA-19442,START_INDEX,요청시작위치,정수입력
OA-19442,END_INDEX,요청종료위치,정수입력
OA-12207,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12207,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12207,SERVICE,서비스명,MPListPublicReservationCulture
OA-12207,START_INDEX,요청시작위치,정수입력
OA-12207,END_INDEX,요청종료위치,정수입력
OA-18276,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18276,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18276,SERVICE,서비스명,LOCALDATA_072211_GD
OA-18276,START_INDEX,요청시작위치,정수입력
OA-18276,END_INDEX,요청종료위치,정수입력
OA-18257,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18257,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18257,SERVICE,서비스명,LOCALDATA_072211_DD
OA-18257,START_INDEX,요청시작위치,정수입력
OA-18257,END_INDEX,요청종료위치,정수입력
OA-19474,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19474,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19474,SERVICE,서비스명,LOCALDATA_093013_GN
OA-19474,START_INDEX,요청시작위치,정수입력
OA-19474,END_INDEX,요청종료위치,정수입력
OA-19457,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19457,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19457,SERVICE,서비스명,LOCALDATA_093013_DD
OA-19457,START_INDEX,요청시작위치,정수입력
OA-19457,END_INDEX,요청종료위치,정수입력
OA-19974,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19974,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19974,SERVICE,서비스명,LOCALDATA_114401_GN
OA-19974,START_INDEX,요청시작위치,정수입력
OA-19974,END_INDEX,요청종료위치,정수입력
OA-19456,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19456,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19456,SERVICE,서비스명,LOCALDATA_093013_GJ
OA-19456,START_INDEX,요청시작위치,정수입력
OA-19456,END_INDEX,요청종료위치,정수입력
OA-16079,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16079,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16079,SERVICE,서비스명,LOCALDATA_072212
OA-16079,START_INDEX,요청시작위치,정수입력
OA-16079,END_INDEX,요청종료위치,정수입력
OA-17983,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17983,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17983,SERVICE,서비스명,LOCALDATA_072101_JR
OA-17983,START_INDEX,요청시작위치,정수입력
OA-17983,END_INDEX,요청종료위치,정수입력
OA-18280,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18280,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18280,SERVICE,서비스명,LOCALDATA_072212_SD
OA-18280,START_INDEX,요청시작위치,정수입력
OA-18280,END_INDEX,요청종료위치,정수입력
OA-18297,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18297,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18297,SERVICE,서비스명,LOCALDATA_072212_GA
OA-18297,START_INDEX,요청시작위치,정수입력
OA-18297,END_INDEX,요청종료위치,정수입력
OA-17893,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17893,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17893,SERVICE,서비스명,LOCALDATA_041701_GR
OA-17893,START_INDEX,요청시작위치,정수입력
OA-17893,END_INDEX,요청종료위치,정수입력
OA-17856,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17856,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17856,SERVICE,서비스명,LOCALDATA_041601_GJ
OA-17856,START_INDEX,요청시작위치,정수입력
OA-17856,END_INDEX,요청종료위치,정수입력
OA-20377,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20377,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20377,SERVICE,서비스명,fcltOpenInfo_JN
OA-20377,START_INDEX,요청시작위치,정수입력
OA-20377,END_INDEX,요청종료위치,정수입력
OA-11033,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11033,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11033,SERVICE,서비스명,ScPublicHygieneBizEtcProducts
OA-11033,START_INDEX,요청시작위치,정수입력
OA-11033,END_INDEX,요청종료위치,정수입력
OA-18294,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18294,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18294,SERVICE,서비스명,LOCALDATA_072212_GC
OA-18294,START_INDEX,요청시작위치,정수입력
OA-18294,END_INDEX,요청종료위치,정수입력
OA-17473,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17473,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17473,SERVICE,서비스명,LOCALDATA_031104_SC
OA-17473,START_INDEX,요청시작위치,정수입력
OA-17473,END_INDEX,요청종료위치,정수입력
OA-18283,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18283,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18283,SERVICE,서비스명,LOCALDATA_072212_JR
OA-18283,START_INDEX,요청시작위치,정수입력
OA-18283,END_INDEX,요청종료위치,정수입력
OA-18278,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18278,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18278,SERVICE,서비스명,LOCALDATA_072212_JG
OA-18278,START_INDEX,요청시작위치,정수입력
OA-18278,END_INDEX,요청종료위치,정수입력
OA-18655,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18655,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18655,SERVICE,서비스명,LOCALDATA_072404_SD
OA-18655,START_INDEX,요청시작위치,정수입력
OA-18655,END_INDEX,요청종료위치,정수입력
OA-18286,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18286,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18286,SERVICE,서비스명,LOCALDATA_072212_DB
OA-18286,START_INDEX,요청시작위치,정수입력
OA-18286,END_INDEX,요청종료위치,정수입력
OA-12206,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12206,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12206,SERVICE,서비스명,MPListPublicReservationEducation
OA-12206,START_INDEX,요청시작위치,정수입력
OA-12206,END_INDEX,요청종료위치,정수입력
OA-18282,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18282,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18282,SERVICE,서비스명,LOCALDATA_072212_DD
OA-18282,START_INDEX,요청시작위치,정수입력
OA-18282,END_INDEX,요청종료위치,정수입력
OA-18298,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18298,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18298,SERVICE,서비스명,LOCALDATA_072212_SC
OA-18298,START_INDEX,요청시작위치,정수입력
OA-18298,END_INDEX,요청종료위치,정수입력
OA-2329,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-2329,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-2329,SERVICE,서비스명,GuroModelRestaurantCancel
OA-2329,START_INDEX,요청시작위치,정수입력
OA-2329,END_INDEX,요청종료위치,정수입력
OA-15490,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15490,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15490,SERVICE,서비스명,lostArticleInfo
OA-15490,START_INDEX,요청시작위치,정수입력
OA-15490,END_INDEX,요청종료위치,정수입력
OA-15987,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15987,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15987,SERVICE,서비스명,thirtyMillionTreesGeneral
OA-15987,START_INDEX,요청시작위치,정수입력
OA-15987,END_INDEX,요청종료위치,정수입력
OA-18308,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18308,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18308,SERVICE,서비스명,LOCALDATA_072213_JR
OA-18308,START_INDEX,요청시작위치,정수입력
OA-18308,END_INDEX,요청종료위치,정수입력
OA-18321,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18321,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18321,SERVICE,서비스명,LOCALDATA_072213_DJ
OA-18321,START_INDEX,요청시작위치,정수입력
OA-18321,END_INDEX,요청종료위치,정수입력
OA-18304,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18304,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18304,SERVICE,서비스명,LOCALDATA_072213_YS
OA-18304,START_INDEX,요청시작위치,정수입력
OA-18304,END_INDEX,요청종료위치,정수입력
OA-18309,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18309,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18309,SERVICE,서비스명,LOCALDATA_072213_SB
OA-18309,START_INDEX,요청시작위치,정수입력
OA-18309,END_INDEX,요청종료위치,정수입력
OA-18319,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18319,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18319,SERVICE,서비스명,LOCALDATA_072213_GC
OA-18319,START_INDEX,요청시작위치,정수입력
OA-18319,END_INDEX,요청종료위치,정수입력
OA-18325,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18325,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18325,SERVICE,서비스명,LOCALDATA_072213_SP
OA-18325,START_INDEX,요청시작위치,정수입력
OA-18325,END_INDEX,요청종료위치,정수입력
OA-18250,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18250,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18250,SERVICE,서비스명,LOCALDATA_072210_SP
OA-18250,START_INDEX,요청시작위치,정수입력
OA-18250,END_INDEX,요청종료위치,정수입력
OA-18311,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18311,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18311,SERVICE,서비스명,LOCALDATA_072213_DB
OA-18311,START_INDEX,요청시작위치,정수입력
OA-18311,END_INDEX,요청종료위치,정수입력
OA-15586,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15586,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15586,SERVICE,서비스명,pmisPjtPhoto
OA-15586,START_INDEX,요청시작위치,정수입력
OA-15586,END_INDEX,요청종료위치,정수입력
OA-12087,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12087,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12087,SERVICE,서비스명,GRListPublicReservationCulture
OA-12087,START_INDEX,요청시작위치,정수입력
OA-12087,END_INDEX,요청종료위치,정수입력
OA-15588,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15588,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15588,SERVICE,서비스명,pmisSafetyCheckD
OA-15588,START_INDEX,요청시작위치,정수입력
OA-15588,END_INDEX,요청종료위치,정수입력
OA-12140,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12140,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12140,SERVICE,서비스명,NWListPublicReservationEducation
OA-12140,START_INDEX,요청시작위치,정수입력
OA-12140,END_INDEX,요청종료위치,정수입력
OA-18310,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18310,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18310,SERVICE,서비스명,LOCALDATA_072213_GB
OA-18310,START_INDEX,요청시작위치,정수입력
OA-18310,END_INDEX,요청종료위치,정수입력
OA-11111,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-11111,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-11111,SERVICE,서비스명,SbPublicHygieneBizPublicUseFacility
OA-11111,START_INDEX,요청시작위치,정수입력
OA-11111,END_INDEX,요청종료위치,정수입력
OA-12152,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12152,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12152,SERVICE,서비스명,GAListPublicReservationEducation
OA-12152,START_INDEX,요청시작위치,정수입력
OA-12152,END_INDEX,요청종료위치,정수입력
OA-15626,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15626,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15626,SERVICE,서비스명,VwCenterMaster
OA-15626,START_INDEX,요청시작위치,정수입력
OA-15626,END_INDEX,요청종료위치,정수입력
OA-12200,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12200,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12200,SERVICE,서비스명,GDListPublicReservationEducation
OA-12200,START_INDEX,요청시작위치,정수입력
OA-12200,END_INDEX,요청종료위치,정수입력
OA-12159,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-12159,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-12159,SERVICE,서비스명,JNListPublicReservationCulture
OA-12159,START_INDEX,요청시작위치,정수입력
OA-12159,END_INDEX,요청종료위치,정수입력
OA-13555,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-13555,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-13555,SERVICE,서비스명,ListLaborUnion
OA-13555,START_INDEX,요청시작위치,정수입력
OA-13555,END_INDEX,요청종료위치,정수입력
OA-2525,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-2525,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-2525,SERVICE,서비스명,DeliberationStatus
OA-2525,START_INDEX,요청시작위치,정수입력
OA-2525,END_INDEX,요청종료위치,정수입력
