INF_ID,COL_ENG_NM,COL_KOR_NM,COL_EXP
OA-21060,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21060,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21060,SERVICE,서비스명,TbEqkShelter
OA-21060,START_INDEX,요청시작위치,정수입력
OA-21060,END_INDEX,요청종료위치,정수입력
OA-10839,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-10839,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-10839,SERVICE,서비스명,YcFoodCollectCheckHygieneBiz
OA-10839,START_INDEX,요청시작위치,정수입력
OA-10839,END_INDEX,요청종료위치,정수입력
OA-21258,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21258,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21258,SERVICE,서비스명,tvHanyangAudioEng
OA-21258,START_INDEX,요청시작위치,정수입력
OA-21258,END_INDEX,요청종료위치,정수입력
OA-21277,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21277,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21277,SERVICE,서비스명,vBigJtyMvinpRpnApprvRgst
OA-21277,START_INDEX,요청시작위치,정수입력
OA-21277,END_INDEX,요청종료위치,정수입력
OA-21087,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21087,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21087,SERVICE,서비스명,TbDiscountInfoView
OA-21087,START_INDEX,요청시작위치,정수입력
OA-21087,END_INDEX,요청종료위치,정수입력
OA-21269,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21269,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21269,SERVICE,서비스명,tbHanyangPoiChn
OA-21269,START_INDEX,요청시작위치,정수입력
OA-21269,END_INDEX,요청종료위치,정수입력
OA-9802,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-9802,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-9802,SERVICE,서비스명,JongnoPublicHygieneBizPublicUseFacility
OA-9802,START_INDEX,요청시작위치,정수입력
OA-9802,END_INDEX,요청종료위치,정수입력
OA-16473,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16473,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16473,SERVICE,서비스명,LOCALDATA_010204_DJ
OA-16473,START_INDEX,요청시작위치,정수입력
OA-16473,END_INDEX,요청종료위치,정수입력
OA-18332,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-18332,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-18332,SERVICE,서비스명,LOCALDATA_072215_DD
OA-18332,START_INDEX,요청시작위치,정수입력
OA-18332,END_INDEX,요청종료위치,정수입력
OA-20535,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20535,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20535,SERVICE,서비스명,neisAcademyInfo_dd
OA-20535,START_INDEX,요청시작위치,정수입력
OA-20535,END_INDEX,요청종료위치,정수입력
OA-20906,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20906,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20906,SERVICE,서비스명,TbPublicWifiInfo_GC
OA-20906,START_INDEX,요청시작위치,정수입력
OA-20906,END_INDEX,요청종료위치,정수입력
OA-19854,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19854,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19854,SERVICE,서비스명,LOCALDATA_104201_YS
OA-19854,START_INDEX,요청시작위치,정수입력
OA-19854,END_INDEX,요청종료위치,정수입력
OA-20574,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20574,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20574,SERVICE,서비스명,childSchoolHygiene
OA-20574,START_INDEX,요청시작위치,정수입력
OA-20574,END_INDEX,요청종료위치,정수입력
OA-15505,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15505,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15505,SERVICE,서비스명,fsiRadioactivityInfo
OA-15505,START_INDEX,요청시작위치,정수입력
OA-15505,END_INDEX,요청종료위치,정수입력
OA-20546,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20546,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20546,SERVICE,서비스명,neisAcademyInfo_gr
OA-20546,START_INDEX,요청시작위치,정수입력
OA-20546,END_INDEX,요청종료위치,정수입력
OA-16142,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-16142,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-16142,SERVICE,서비스명,LOCALDATA_104201
OA-16142,START_INDEX,요청시작위치,정수입력
OA-16142,END_INDEX,요청종료위치,정수입력
OA-20538,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20538,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20538,SERVICE,서비스명,neisAcademyInfo_gb
OA-20538,START_INDEX,요청시작위치,정수입력
OA-20538,END_INDEX,요청종료위치,정수입력
OA-20543,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20543,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20543,SERVICE,서비스명,neisAcademyInfo_mp
OA-20543,START_INDEX,요청시작위치,정수입력
OA-20543,END_INDEX,요청종료위치,정수입력
OA-21066,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21066,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21066,SERVICE,서비스명,TbGtnCwP
OA-21066,START_INDEX,요청시작위치,정수입력
OA-21066,END_INDEX,요청종료위치,정수입력
OA-20554,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20554,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20554,SERVICE,서비스명,neisAcademyInfo_gd
OA-20554,START_INDEX,요청시작위치,정수입력
OA-20554,END_INDEX,요청종료위치,정수입력
OA-19907,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19907,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19907,SERVICE,서비스명,LOCALDATA_114302_DD
OA-19907,START_INDEX,요청시작위치,정수입력
OA-19907,END_INDEX,요청종료위치,정수입력
OA-21056,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21056,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21056,SERVICE,서비스명,TnSmepReqOpen
OA-21056,START_INDEX,요청시작위치,정수입력
OA-21056,END_INDEX,요청종료위치,정수입력
OA-19858,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19858,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19858,SERVICE,서비스명,LOCALDATA_104201_JR
OA-19858,START_INDEX,요청시작위치,정수입력
OA-19858,END_INDEX,요청종료위치,정수입력
OA-20531,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20531,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20531,SERVICE,서비스명,neisAcademyInfo_jg
OA-20531,START_INDEX,요청시작위치,정수입력
OA-20531,END_INDEX,요청종료위치,정수입력
OA-21085,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21085,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21085,SERVICE,서비스명,TbUseMonthstatusView
OA-21085,START_INDEX,요청시작위치,정수입력
OA-21085,END_INDEX,요청종료위치,정수입력
OA-21086,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21086,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21086,SERVICE,서비스명,TbUseYearstatusView
OA-21086,START_INDEX,요청시작위치,정수입력
OA-21086,END_INDEX,요청종료위치,정수입력
OA-19741,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19741,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19741,SERVICE,서비스명,LOCALDATA_103501_YC
OA-19741,START_INDEX,요청시작위치,정수입력
OA-19741,END_INDEX,요청종료위치,정수입력
OA-20534,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20534,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20534,SERVICE,서비스명,neisAcademyInfo_gj
OA-20534,START_INDEX,요청시작위치,정수입력
OA-20534,END_INDEX,요청종료위치,정수입력
OA-21068,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21068,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21068,SERVICE,서비스명,TbGtnVictP
OA-21068,START_INDEX,요청시작위치,정수입력
OA-21068,END_INDEX,요청종료위치,정수입력
OA-17551,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17551,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17551,SERVICE,서비스명,LOCALDATA_031107_GD
OA-17551,START_INDEX,요청시작위치,정수입력
OA-17551,END_INDEX,요청종료위치,정수입력
OA-17476,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17476,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17476,SERVICE,서비스명,LOCALDATA_031104_GD
OA-17476,START_INDEX,요청시작위치,정수입력
OA-17476,END_INDEX,요청종료위치,정수입력
OA-17550,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17550,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17550,SERVICE,서비스명,LOCALDATA_031107_SP
OA-17550,START_INDEX,요청시작위치,정수입력
OA-17550,END_INDEX,요청종료위치,정수입력
OA-21055,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21055,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21055,SERVICE,서비스명,TnJbhntBassOpen
OA-21055,START_INDEX,요청시작위치,정수입력
OA-21055,END_INDEX,요청종료위치,정수입력
OA-17601,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17601,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17601,SERVICE,서비스명,LOCALDATA_031202_GD
OA-17601,START_INDEX,요청시작위치,정수입력
OA-17601,END_INDEX,요청종료위치,정수입력
OA-21309,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21309,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21309,SERVICE,서비스명,tbPartcptn
OA-21309,START_INDEX,요청시작위치,정수입력
OA-21309,END_INDEX,요청종료위치,정수입력
OA-20470,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20470,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20470,SERVICE,서비스명,TbCorona19CountStatusJCG
OA-20470,START_INDEX,요청시작위치,정수입력
OA-20470,END_INDEX,요청종료위치,정수입력
OA-20551,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20551,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20551,SERVICE,서비스명,neisAcademyInfo_sc
OA-20551,START_INDEX,요청시작위치,정수입력
OA-20551,END_INDEX,요청종료위치,정수입력
OA-20547,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20547,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20547,SERVICE,서비스명,neisAcademyInfo_gc
OA-20547,START_INDEX,요청시작위치,정수입력
OA-20547,END_INDEX,요청종료위치,정수입력
OA-20883,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20883,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20883,SERVICE,서비스명,TbPublicWifiInfo
OA-20883,START_INDEX,요청시작위치,정수입력
OA-20883,END_INDEX,요청종료위치,정수입력
OA-20902,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20902,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20902,SERVICE,서비스명,TbPublicWifiInfo_MP
OA-20902,START_INDEX,요청시작위치,정수입력
OA-20902,END_INDEX,요청종료위치,정수입력
OA-20461,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20461,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20461,SERVICE,서비스명,TbCorona19CountStatus
OA-20461,START_INDEX,요청시작위치,정수입력
OA-20461,END_INDEX,요청종료위치,정수입력
OA-20899,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20899,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20899,SERVICE,서비스명,TbPublicWifiInfo_NW
OA-20899,START_INDEX,요청시작위치,정수입력
OA-20899,END_INDEX,요청종료위치,정수입력
OA-20834,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20834,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20834,SERVICE,서비스명,childSchoolSociety_dd
OA-20834,START_INDEX,요청시작위치,정수입력
OA-20834,END_INDEX,요청종료위치,정수입력
OA-20537,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20537,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20537,SERVICE,서비스명,neisAcademyInfo_sb
OA-20537,START_INDEX,요청시작위치,정수입력
OA-20537,END_INDEX,요청종료위치,정수입력
OA-17600,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17600,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17600,SERVICE,서비스명,LOCALDATA_031202_SP
OA-17600,START_INDEX,요청시작위치,정수입력
OA-17600,END_INDEX,요청종료위치,정수입력
OA-17568,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17568,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17568,SERVICE,서비스명,LOCALDATA_031201_GR
OA-17568,START_INDEX,요청시작위치,정수입력
OA-17568,END_INDEX,요청종료위치,정수입력
OA-20542,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20542,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20542,SERVICE,서비스명,neisAcademyInfo_sm
OA-20542,START_INDEX,요청시작위치,정수입력
OA-20542,END_INDEX,요청종료위치,정수입력
OA-20797,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20797,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20797,SERVICE,서비스명,childSchoolHygiene_yd
OA-20797,START_INDEX,요청시작위치,정수입력
OA-20797,END_INDEX,요청종료위치,정수입력
OA-17192,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17192,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17192,SERVICE,서비스명,LOCALDATA_030802_JN
OA-17192,START_INDEX,요청시작위치,정수입력
OA-17192,END_INDEX,요청종료위치,정수입력
OA-20539,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20539,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20539,SERVICE,서비스명,neisAcademyInfo_db
OA-20539,START_INDEX,요청시작위치,정수입력
OA-20539,END_INDEX,요청종료위치,정수입력
OA-20549,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20549,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20549,SERVICE,서비스명,neisAcademyInfo_dj
OA-20549,START_INDEX,요청시작위치,정수입력
OA-20549,END_INDEX,요청종료위치,정수입력
OA-20783,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20783,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20783,SERVICE,서비스명,childSchoolHygiene_gj
OA-20783,START_INDEX,요청시작위치,정수입력
OA-20783,END_INDEX,요청종료위치,정수입력
OA-17543,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17543,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17543,SERVICE,서비스명,LOCALDATA_031107_GR
OA-17543,START_INDEX,요청시작위치,정수입력
OA-17543,END_INDEX,요청종료위치,정수입력
OA-20904,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20904,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20904,SERVICE,서비스명,TbPublicWifiInfo_GS
OA-20904,START_INDEX,요청시작위치,정수입력
OA-20904,END_INDEX,요청종료위치,정수입력
OA-17461,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17461,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17461,SERVICE,서비스명,LOCALDATA_031104_DB
OA-17461,START_INDEX,요청시작위치,정수입력
OA-17461,END_INDEX,요청종료위치,정수입력
OA-17538,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17538,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17538,SERVICE,서비스명,LOCALDATA_031107_EP
OA-17538,START_INDEX,요청시작위치,정수입력
OA-17538,END_INDEX,요청종료위치,정수입력
OA-20798,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20798,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20798,SERVICE,서비스명,childSchoolHygiene_dj
OA-20798,START_INDEX,요청시작위치,정수입력
OA-20798,END_INDEX,요청종료위치,정수입력
OA-20536,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20536,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20536,SERVICE,서비스명,neisAcademyInfo_jr
OA-20536,START_INDEX,요청시작위치,정수입력
OA-20536,END_INDEX,요청종료위치,정수입력
OA-21216,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21216,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21216,SERVICE,서비스명,ksccPatternStation
OA-21216,START_INDEX,요청시작위치,정수입력
OA-21216,END_INDEX,요청종료위치,정수입력
OA-19732,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19732,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19732,SERVICE,서비스명,LOCALDATA_103501_DD
OA-19732,START_INDEX,요청시작위치,정수입력
OA-19732,END_INDEX,요청종료위치,정수입력
OA-19742,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19742,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19742,SERVICE,서비스명,LOCALDATA_103501_GS
OA-19742,START_INDEX,요청시작위치,정수입력
OA-19742,END_INDEX,요청종료위치,정수입력
OA-19689,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19689,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19689,SERVICE,서비스명,LOCALDATA_103302_SM
OA-19689,START_INDEX,요청시작위치,정수입력
OA-19689,END_INDEX,요청종료위치,정수입력
OA-20893,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20893,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20893,SERVICE,서비스명,TbPublicWifiInfo_GJ
OA-20893,START_INDEX,요청시작위치,정수입력
OA-20893,END_INDEX,요청종료위치,정수입력
OA-20541,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20541,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20541,SERVICE,서비스명,neisAcademyInfo_ep
OA-20541,START_INDEX,요청시작위치,정수입력
OA-20541,END_INDEX,요청종료위치,정수입력
OA-20907,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20907,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20907,SERVICE,서비스명,TbPublicWifiInfo_YD
OA-20907,START_INDEX,요청시작위치,정수입력
OA-20907,END_INDEX,요청종료위치,정수입력
OA-17586,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17586,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17586,SERVICE,서비스명,LOCALDATA_031202_DB
OA-17586,START_INDEX,요청시작위치,정수입력
OA-17586,END_INDEX,요청종료위치,정수입력
OA-20897,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20897,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20897,SERVICE,서비스명,TbPublicWifiInfo_GB
OA-20897,START_INDEX,요청시작위치,정수입력
OA-20897,END_INDEX,요청종료위치,정수입력
OA-17454,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17454,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17454,SERVICE,서비스명,LOCALDATA_031104_YS
OA-17454,START_INDEX,요청시작위치,정수입력
OA-17454,END_INDEX,요청종료위치,정수입력
OA-17453,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17453,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17453,SERVICE,서비스명,LOCALDATA_031104_JG
OA-17453,START_INDEX,요청시작위치,정수입력
OA-17453,END_INDEX,요청종료위치,정수입력
OA-20911,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20911,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20911,SERVICE,서비스명,TbPublicWifiInfo_GN
OA-20911,START_INDEX,요청시작위치,정수입력
OA-20911,END_INDEX,요청종료위치,정수입력
OA-17450,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17450,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17450,SERVICE,서비스명,LOCALDATA_031103_SP
OA-17450,START_INDEX,요청시작위치,정수입력
OA-17450,END_INDEX,요청종료위치,정수입력
OA-20912,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20912,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20912,SERVICE,서비스명,TbPublicWifiInfo_SP
OA-20912,START_INDEX,요청시작위치,정수입력
OA-20912,END_INDEX,요청종료위치,정수입력
OA-19578,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19578,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19578,SERVICE,서비스명,LOCALDATA_103101_JG
OA-19578,START_INDEX,요청시작위치,정수입력
OA-19578,END_INDEX,요청종료위치,정수입력
OA-19682,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19682,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19682,SERVICE,서비스명,LOCALDATA_103302_DD
OA-19682,START_INDEX,요청시작위치,정수입력
OA-19682,END_INDEX,요청종료위치,정수입력
OA-15966,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15966,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15966,SERVICE,서비스명,IotVdata015
OA-15966,START_INDEX,요청시작위치,정수입력
OA-15966,END_INDEX,요청종료위치,정수입력
OA-17439,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17439,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17439,SERVICE,서비스명,LOCALDATA_031103_SM
OA-17439,START_INDEX,요청시작위치,정수입력
OA-17439,END_INDEX,요청종료위치,정수입력
OA-19695,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19695,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19695,SERVICE,서비스명,LOCALDATA_103302_YD
OA-19695,START_INDEX,요청시작위치,정수입력
OA-19695,END_INDEX,요청종료위치,정수입력
OA-20894,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20894,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20894,SERVICE,서비스명,TbPublicWifiInfo_DD
OA-20894,START_INDEX,요청시작위치,정수입력
OA-20894,END_INDEX,요청종료위치,정수입력
OA-21247,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21247,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21247,SERVICE,서비스명,tbHanyangCourse
OA-21247,START_INDEX,요청시작위치,정수입력
OA-21247,END_INDEX,요청종료위치,정수입력
OA-19865,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19865,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19865,SERVICE,서비스명,LOCALDATA_104201_MP
OA-19865,START_INDEX,요청시작위치,정수입력
OA-19865,END_INDEX,요청종료위치,정수입력
OA-21709,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21709,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21709,SERVICE,서비스명,GetParkingInfo
OA-21709,START_INDEX,요청시작위치,정수입력
OA-21709,END_INDEX,요청종료위치,정수입력
OA-20898,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20898,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20898,SERVICE,서비스명,TbPublicWifiInfo_DB
OA-20898,START_INDEX,요청시작위치,정수입력
OA-20898,END_INDEX,요청종료위치,정수입력
OA-20903,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-20903,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-20903,SERVICE,서비스명,TbPublicWifiInfo_YC
OA-20903,START_INDEX,요청시작위치,정수입력
OA-20903,END_INDEX,요청종료위치,정수입력
OA-19869,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-19869,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-19869,SERVICE,서비스명,LOCALDATA_104201_GC
OA-19869,START_INDEX,요청시작위치,정수입력
OA-19869,END_INDEX,요청종료위치,정수입력
OA-21084,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-21084,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-21084,SERVICE,서비스명,TbUseDaystatusView
OA-21084,START_INDEX,요청시작위치,정수입력
OA-21084,END_INDEX,요청종료위치,정수입력
OA-17561,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17561,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17561,SERVICE,서비스명,LOCALDATA_031201_DB
OA-17561,START_INDEX,요청시작위치,정수입력
OA-17561,END_INDEX,요청종료위치,정수입력
OA-17569,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-17569,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-17569,SERVICE,서비스명,LOCALDATA_031201_GC
OA-17569,START_INDEX,요청시작위치,정수입력
OA-17569,END_INDEX,요청종료위치,정수입력
OA-15508,KEY,인증키,OpenAPI에서 발급받은 인증키
OA-15508,TYPE,요청파일 타입,"xml : xml파일, xls : 엑셀파일, json : json파일"
OA-15508,SERVICE,서비스명,pointHospitalList
OA-15508,START_INDEX,요청시작위치,정수입력
OA-15508,END_INDEX,요청종료위치,정수입력
OA-20879,KEY,인증키,OpenAPI에서 발급받은 인증키
